rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,source_file
107,spotify:track:4F7A0DXBrmUAkp32uenhZt,The Weeknd,Party Monster,The Weeknd/Lyric,43,99,12,4925291,regional-global-weekly-2017-03-16.csv
108,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,39,115,12,4914906,regional-global-weekly-2017-03-16.csv
109,spotify:track:08WPvDEsHvTFuB9w8tC2OS,Sage The Gemini,Now and Later,Global Gemini,29,80,12,4863293,regional-global-weekly-2017-03-16.csv
110,spotify:track:17Fd6Yb7mSbinKG8LoWfFl,"Mike Posner, Seeb",I Took A Pill In Ibiza - Seeb Remix,"Monster Mountain, LLC / Island",40,118,12,4838845,regional-global-weekly-2017-03-16.csv
111,spotify:track:0JiVRyTJcJnmlwCZ854K4p,Alan Walker,Alone,Kreatell Music,36,96,12,4833470,regional-global-weekly-2017-03-16.csv
112,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,"DRAM, Lil Yachty",Broccoli (feat. Lil Yachty),W.A.V.E. Recordings/EMPIRE/Atlantic,44,113,12,4809204,regional-global-weekly-2017-03-16.csv
113,spotify:track:0prNGof3XqfTvNDxHonvdK,Alessia Cara,Scars To Your Beautiful,"EP Entertainment, LLC / Def Jam",29,102,12,4795748,regional-global-weekly-2017-03-16.csv
114,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Cactus Jack / Epic,111,122,11,4787332,regional-global-weekly-2017-03-16.csv
115,spotify:track:0Fv5N0cHBsl4bzCbollCAS,Big Sean,Moves,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,48,112,10,4732564,regional-global-weekly-2017-03-16.csv
116,spotify:track:2rizacJSyD9S1IQUxUxnsK,"The Chainsmokers, Phoebe Ryan",All We Know,Disruptor Records/Columbia,24,107,12,4732101,regional-global-weekly-2017-03-16.csv
117,spotify:track:2dqLk7ezV15LEJEwUmEbXB,Marian Hill,Down,Photo Finish / Republic Records,117,117,5,4711386,regional-global-weekly-2017-03-16.csv
118,spotify:track:6y2Kaz9QI01XBKJ8mTb7Pf,Rag'n'Bone Man,Skin,Best Laid Plans/Columbia,95,121,5,4656704,regional-global-weekly-2017-03-16.csv
119,spotify:track:6qDF4wWL49CAVbgT7yuHl8,J Balvin,Sigo Extrañándote,UMLE - Latino,119,166,2,4628776,regional-global-weekly-2017-03-16.csv
120,spotify:track:6A8dnC0xkiuWN4BshmTB2I,A R I Z O N A,Oceans Away,Atlantic Records,108,123,9,4625388,regional-global-weekly-2017-03-16.csv
121,spotify:track:3cFsmM51N5zMAuu1nNY4Tw,"Sean Paul, Dua Lipa",No Lie,Universal-Island Records Ltd.,80,127,11,4623385,regional-global-weekly-2017-03-16.csv
122,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,Bruno Mars,Versace on the Floor,Atlantic Records,82,109,12,4592070,regional-global-weekly-2017-03-16.csv
123,spotify:track:1lntL1cI2UIWlxjL5QiN8g,Lauv,The Other,Lauv,103,114,9,4588853,regional-global-weekly-2017-03-16.csv
124,spotify:track:6wV12xIUb8oFY7lBy4KuQe,Aaron Carter,Sooner Or Later,Z Entertainment/Sony Music,105,120,6,4588817,regional-global-weekly-2017-03-16.csv
125,spotify:track:6stYbAJgTszHAHZMPxWWCY,"IAmChino, Pitbull, Yandel, El Chacal",Ay Mi Dios,Mr. 305 Records,74,103,12,4552630,regional-global-weekly-2017-03-16.csv
126,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Stressed Out,Fueled By Ramen,63,124,12,4513186,regional-global-weekly-2017-03-16.csv
127,spotify:track:7FCfMXYTIiQ9b4hDYs4Iol,Dua Lipa,Be the One,Warner Records,114,133,5,4508633,regional-global-weekly-2017-03-16.csv
128,spotify:track:3dQDid3IUNhZy1OehIfYfE,Wisin,Vacaciones,Sony Music Latin,79,104,12,4495730,regional-global-weekly-2017-03-16.csv
129,spotify:track:6t2ubAB4iSYOuIpRAOGd4t,"Flo Rida, 99 Percent",Cake - Challenge Version,Atlantic Records,90,119,10,4487236,regional-global-weekly-2017-03-16.csv
130,spotify:track:27SdWb2rFzO6GWiYDBTD9j,Sia,Cheap Thrills,Monkey Puzzle Records/RCA Records,31,130,12,4482906,regional-global-weekly-2017-03-16.csv
131,spotify:track:5bZtRlMBU76vHuDOb1GM5u,"Jonas Blue, JP Cooper",Perfect Strangers,UMOD (Universal Music On Demand),53,131,12,4344786,regional-global-weekly-2017-03-16.csv
132,spotify:track:4Q4jmPHwu0wrJvqrld0FQ6,Zara Larsson,I Would Like,Epic/Record Company TEN,29,116,12,4332140,regional-global-weekly-2017-03-16.csv
133,spotify:track:2Z8WuEywRWYTKe1NybPQEW,Twenty One Pilots,Ride,Fueled By Ramen,54,135,12,4295488,regional-global-weekly-2017-03-16.csv
134,spotify:track:3mRcWCyteY2133a7xVMrYw,"Future, The Weeknd",Comin Out Strong (feat. The Weeknd),Epic/Freebandz/A1,66,100,3,4279109,regional-global-weekly-2017-03-16.csv
135,spotify:track:0azC730Exh71aQlOt9Zj3y,"Calvin Harris, Rihanna",This Is What You Came For,Columbia,45,138,12,4260287,regional-global-weekly-2017-03-16.csv
136,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,Justin Bieber,Love Yourself,RBMG/Def Jam,62,137,12,4256614,regional-global-weekly-2017-03-16.csv
137,spotify:track:7gHs73wELdeycvS48JfIos,Alan Walker,Faded,Kreatell Music,64,136,12,4230968,regional-global-weekly-2017-03-16.csv
138,spotify:track:3SGWp9fJCzgK0WcpcKSQdy,"Stanaj, NOTD",Romantic - NOTD Remix,Lava Music/Republic Records,86,126,9,4184682,regional-global-weekly-2017-03-16.csv
139,spotify:track:2BrzlUj1u1CtvaJDGIKpsP,"Noah Cyrus, Labrinth",Make Me (Cry),"Records Label, LLC",54,111,12,4171081,regional-global-weekly-2017-03-16.csv
140,spotify:track:4tCtwWceOPWzenK2HAIJSb,"Fifth Harmony, Ty Dolla $ign",Work from Home (feat. Ty Dolla $ign),Syco Music/Epic,48,140,12,4122620,regional-global-weekly-2017-03-16.csv
141,spotify:track:1D3ODoXHBLpdxolZRHWV1j,"Jonas Blue, RAYE",By Your Side,Positiva,34,128,12,4108742,regional-global-weekly-2017-03-16.csv
142,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,Justin Bieber,Sorry,RBMG/Def Jam,65,144,12,4074261,regional-global-weekly-2017-03-16.csv
143,spotify:track:4xyNG8vZR3g8FnphVkbjRo,Lana Del Rey,Love,Polydor Records,52,110,4,4038220,regional-global-weekly-2017-03-16.csv
144,spotify:track:0UeYCHOETPfai02uskjJ3x,Bag Raiders,Shooting Stars,Modular,122,132,4,4016859,regional-global-weekly-2017-03-16.csv
145,spotify:track:3BY2mafsbsoKGqS380Xnuz,"Don Omar, Zion & Lennox",Te Quiero Pa´Mi,UMLE - Machete,141,150,9,3964877,regional-global-weekly-2017-03-16.csv
146,spotify:track:1AkTW13ysu0AJrwuM6UY0I,"Charly Black, Daddy Yankee",Gyal You a Party Animal - Remix,Allezgo Productions,130,141,12,3925203,regional-global-weekly-2017-03-16.csv
147,spotify:track:5OOkp4U9P9oL23maHFHL1h,Desiigner,Panda,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,66,146,12,3918502,regional-global-weekly-2017-03-16.csv
148,spotify:track:7pYFPMeK0TnaTGdS6qOtEr,"Stargate, P!nk, Sia",Waterfall,Interstellar Music/RCA Records,148,-1,1,3896269,regional-global-weekly-2017-03-16.csv
149,spotify:track:5J1c3M4EldCfNxXwrwt8mT,Sebastian Yatra,Traicionera,UMLE - Latino,84,145,12,3893825,regional-global-weekly-2017-03-16.csv
150,spotify:track:11KJSRSgaDxqydKYiD2Jew,"Drake, Rihanna",Too Good,Cash Money Records/Young Money Ent./Universal Rec.,60,148,12,3878115,regional-global-weekly-2017-03-16.csv
151,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,"Chance the Rapper, Lil Wayne, 2 Chainz",No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,89,142,12,3854625,regional-global-weekly-2017-03-16.csv
152,spotify:track:6nxQdXa1uAL0rY72wPZu89,John Legend,Love Me Now,Columbia,33,134,12,3802250,regional-global-weekly-2017-03-16.csv
153,spotify:track:4dASQiO1Eoo3RJvt74FtXB,"Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Atlantic Records,75,154,12,3791744,regional-global-weekly-2017-03-16.csv
154,spotify:track:50PWlIBU7PlGGwzgN8TiFJ,Lady Gaga,Million Reasons,Interscope,79,147,11,3742516,regional-global-weekly-2017-03-16.csv
155,spotify:track:2Vdub5mY4lad7w64bFPUez,"Pitbull, J Balvin, Camila Cabello",Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Artist Partner,155,-1,1,3742417,regional-global-weekly-2017-03-16.csv
156,spotify:track:3FiE2d325mIOc4YjkSLVJR,"Ariana Grande, Future",Everyday,Universal Records,156,162,2,3739099,regional-global-weekly-2017-03-16.csv
157,spotify:track:0sXvAOmXgjR2QUqLK1MltU,"Carlos Vives, Shakira",La Bicicleta,Sony Music Latin,80,143,12,3720852,regional-global-weekly-2017-03-16.csv
158,spotify:track:6fwdbPMwP1zVStm8FybmkO,"21 Savage, Metro Boomin, Future",X (feat. Future),"Slaughter Gang, LLC",79,149,12,3718518,regional-global-weekly-2017-03-16.csv
159,spotify:track:37F0uwRSrdzkBiuj0D5UHI,The Weeknd,Reminder,The Weeknd/Lyric,113,155,10,3672655,regional-global-weekly-2017-03-16.csv
160,spotify:track:4gZOWIMzQnn8H2ENrs7UsW,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso, Kid Ink",I Love You,Pophouse Entertainment Group,160,181,5,3667765,regional-global-weekly-2017-03-16.csv
161,spotify:track:20ZAJdsKB5IGbGj4ilRt2o,Ozuna,Dile Que Tu Me Quieres,VP Records Corp/Dimelo Vi,94,139,12,3664842,regional-global-weekly-2017-03-16.csv
162,spotify:track:3AsAuGTaDQzavZZThyYlop,"NEIKED, Dyo",Sexual,Polydor Records,52,158,12,3627952,regional-global-weekly-2017-03-16.csv
163,spotify:track:7vRriwrloYVaoAe3a9wJHe,"gnash, Olivia O'Brien","i hate u, i love u (feat. olivia o'brien)",:):,67,159,12,3601407,regional-global-weekly-2017-03-16.csv
164,spotify:track:5i50gKdLAjjIr7UxRT5IVy,"Sebastian Yatra, Nacho, Wisin",Alguien Robo,UMLE - Latino,164,-1,1,3572201,regional-global-weekly-2017-03-16.csv
165,spotify:track:4gmmRb6bZJffOOiww1JGTO,"21 Savage, Metro Boomin",No Heart,"Slaughter Gang, LLC",93,152,12,3566223,regional-global-weekly-2017-03-16.csv
166,spotify:track:2HzfRSfCogBSsgW2CckVA2,Luke Christopher,Lot to Learn,ByStorm Entertainment/RCA Records,60,156,12,3551998,regional-global-weekly-2017-03-16.csv
167,spotify:track:0tICYNayWWhH9GPeFrfjfD,"Kungs, Cookin' On 3 Burners",This Girl (Kungs Vs. Cookin' On 3 Burners),Universal Music Division Island Def Jam,97,167,12,3547221,regional-global-weekly-2017-03-16.csv
168,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,KALEO,Way down We Go,Elektra (NEK),168,183,3,3547111,regional-global-weekly-2017-03-16.csv
169,spotify:track:3UjJP4ludb74a29P5EHEIo,Sabrina Carpenter,Thumbs,Hollywood Records,169,190,5,3545469,regional-global-weekly-2017-03-16.csv
170,spotify:track:7xHWNBFm6ObGEQPaUxHuKO,"Sia, Kendrick Lamar",The Greatest (feat. Kendrick Lamar),Monkey Puzzle Records/RCA Records,49,151,11,3537005,regional-global-weekly-2017-03-16.csv
171,spotify:track:1KT0xdIjm7t053xByACrrg,"Ariana Grande, John Legend",Beauty and the Beast,Walt Disney Records,171,-1,1,3522279,regional-global-weekly-2017-03-16.csv
172,spotify:track:7129iqBafaphfc3WPCGC0L,Lukas Graham,7 Years,Warner Records,89,169,12,3501828,regional-global-weekly-2017-03-16.csv
173,spotify:track:4ckuS4Nj4FZ7i3Def3Br8W,"Drake, 21 Savage",Sneakin’,Cash Money Records/Young Money Ent./Universal Rec.,91,172,12,3469608,regional-global-weekly-2017-03-16.csv
174,spotify:track:6F609ICg9Spjrw1epsAnpa,Drake,Controlla,Cash Money Records/Young Money Ent./Universal Rec.,78,168,12,3446517,regional-global-weekly-2017-03-16.csv
175,spotify:track:7EiZI6JVHllARrX9PUvAdX,"Future, The Weeknd",Low Life (feat. The Weeknd),Epic/Freebandz/A1,166,173,12,3444828,regional-global-weekly-2017-03-16.csv
176,spotify:track:2aFiaMXmWsM3Vj72F9ksBl,DNCE,Cake By The Ocean,Joseph Jonas/Republic Records,70,177,12,3440066,regional-global-weekly-2017-03-16.csv
177,spotify:track:7fJv128BqCw23AmENDqJuj,Astrid S,Breathe,Universal Music AS,177,-1,1,3430714,regional-global-weekly-2017-03-16.csv
178,spotify:track:5tFep7dXGd7vEJ668wTPux,"Gucci Mane, Drake",Both (feat. Drake),Guwop Enterprises/Atlantic,142,160,8,3415437,regional-global-weekly-2017-03-16.csv
179,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,Post Malone,White Iverson,Mercury Records/Republic Owned,176,176,10,3410762,regional-global-weekly-2017-03-16.csv
180,spotify:track:14WWzenpaEgQZlqPq2nk4v,"Rihanna, Drake",Work,Roc Nation / Rihanna,59,165,12,3406808,regional-global-weekly-2017-03-16.csv
181,spotify:track:5mey7CLLuFToM2P68Qu1gF,"Chino & Nacho, Daddy Yankee",Andas En Mi Cabeza,UMLE - Machete,139,171,12,3400036,regional-global-weekly-2017-03-16.csv
182,spotify:track:2XMTqoHHSH0lvuXrvIEdco,"FRENSHIP, Emily Warren",Capsize,Columbia,92,163,12,3388279,regional-global-weekly-2017-03-16.csv
183,spotify:track:4WjH9Bzt3kx7z8kl0awxh4,"Major Lazer, DJ Snake, MØ",Lean On,DML Music IP,113,187,12,3372495,regional-global-weekly-2017-03-16.csv
184,spotify:track:7yHEDfrJNd0zWOfXwydNH0,Ariana Grande,Into You,Universal Records,82,178,12,3354676,regional-global-weekly-2017-03-16.csv
185,spotify:track:1rIKgCH4H52lrvDcz50hS8,Zara Larsson,Lush Life,Epic/Record Company TEN,124,188,9,3342393,regional-global-weekly-2017-03-16.csv
186,spotify:track:1Tt4sE4pXi57mTD1GCzsqm,Rihanna,Needed Me,Roc Nation / Rihanna,88,174,12,3321607,regional-global-weekly-2017-03-16.csv
187,spotify:track:0PDUDa38GO8lMxLCRc4lL1,ZAYN,PILLOWTALK,RCA Records Label,122,180,12,3306381,regional-global-weekly-2017-03-16.csv
188,spotify:track:4nMlau89VAjmV7agkl7OY3,Andy Grammer,Fresh Eyes,S-Curve Records,103,175,12,3304946,regional-global-weekly-2017-03-16.csv
189,spotify:track:5uDASfU19gDxSjW8cnCaBp,"Rob $tone, J. Davi$, J Spooks",Chill Bill (feat. J. Davi$ & Spooks),RCA Records Label,75,184,12,3299211,regional-global-weekly-2017-03-16.csv
190,spotify:track:20dP2DaMHIAmwWAbp7peSr,"Young Thug, Travis Scott, Quavo",pick up the phone (feat. Quavo),Cactus Jack / Epic,130,186,12,3292128,regional-global-weekly-2017-03-16.csv
191,spotify:track:1sYSP7gKa5kdKIfhANfori,MAX,Lights Down Low,DCD2 / Crush Music,191,-1,2,3280233,regional-global-weekly-2017-03-16.csv
192,spotify:track:0L7loeTIg6akW84aEQZpCT,"Major Lazer, Nyla, Fuse ODG",Light It Up (Remix),DML Music IP,76,200,12,3264673,regional-global-weekly-2017-03-16.csv
193,spotify:track:1WP1r7fuvRqZRnUaTi2I1Q,Shawn Mendes,Stitches,Island Records,137,196,12,3238928,regional-global-weekly-2017-03-16.csv
194,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,Eminem,Lose Yourself,Eminem Catalog PS,150,179,11,3215813,regional-global-weekly-2017-03-16.csv
195,spotify:track:13HVjjWUZFaWilh2QUJKsP,James Bay,Let It Go,Mercury Records/Republic Owned,150,182,11,3195985,regional-global-weekly-2017-03-16.csv
196,spotify:track:4BHzQ9C00ceJxfG16AlNWb,Adele,Send My Love (To Your New Lover),XL Recordings,93,193,12,3187902,regional-global-weekly-2017-03-16.csv
197,spotify:track:4sPmO7WMQUAf45kwMOtONw,Adele,Hello,XL Recordings,124,195,12,3154339,regional-global-weekly-2017-03-16.csv
198,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,Sam Smith,Stay With Me,PLG - Capitol,148,-1,5,3113350,regional-global-weekly-2017-03-16.csv
199,spotify:track:60xaS8mYBKUW4VQQ666N0T,"Chance the Rapper, Knox Fortune",All Night (feat. Knox Fortune),Chance the Rapper,199,-1,1,3087823,regional-global-weekly-2017-03-16.csv
200,spotify:track:6YZdkObH88npeKrrkb8Ggf,"Enrique Iglesias, Wisin",DUELE EL CORAZON (feat. Wisin),RCA Records/Sony Music International/Sony Music Latin,99,-1,11,3061607,regional-global-weekly-2017-03-16.csv
1,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,1,11,51372566,regional-global-weekly-2017-03-23.csv
2,spotify:track:3eR23VReFzcdmS7TYCrhCe,"Kygo, Selena Gomez",It Ain't Me (with Selena Gomez),Kygo,2,2,5,28734199,regional-global-weekly-2017-03-23.csv
3,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,2,4,5,27444916,regional-global-weekly-2017-03-23.csv
4,spotify:track:7hDc8b7IXETo14hHIHdnhd,Drake,Passionfruit,Cash Money Records/Young Money Ent./Universal Rec.,4,-1,1,26728771,regional-global-weekly-2017-03-23.csv
5,spotify:track:0afhq8XCExXpqazXczTSve,Ed Sheeran,Galway Girl,Atlantic Records UK,2,3,3,26546030,regional-global-weekly-2017-03-23.csv
6,spotify:track:4aWmUDTfIPGksMNLV2rQP2,"Luis Fonsi, Daddy Yankee",Despacito,UMLE - Latino,4,6,10,23605894,regional-global-weekly-2017-03-23.csv
7,spotify:track:0dA2Mk56wEzDgegdC6R17g,"Zedd, Alessia Cara",Stay,UMGRI Interscope,7,10,4,21693164,regional-global-weekly-2017-03-23.csv
8,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,Atlantic Records,8,9,13,21530284,regional-global-weekly-2017-03-23.csv
9,spotify:track:3NdDpSvN911VPGivFlV5d0,"ZAYN, Taylor Swift",I Don’t Wanna Live Forever (Fifty Shades Darker),Taylor Swift,2,7,13,21451672,regional-global-weekly-2017-03-23.csv
10,spotify:track:72jbDTw1piOOj770jWNeaG,The Chainsmokers,Paris,Disruptor Records/Columbia,2,8,10,20745667,regional-global-weekly-2017-03-23.csv
11,spotify:track:6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,Castle on the Hill,Atlantic Records UK,2,5,11,19717930,regional-global-weekly-2017-03-23.csv
12,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,"Martin Garrix, Dua Lipa",Scared to Be Lonely,Epic Amsterdam,5,11,8,18500490,regional-global-weekly-2017-03-23.csv
13,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,"Drake, Quavo, Travis Scott",Portland,Cash Money Records/Young Money Ent./Universal Rec.,13,-1,1,18483188,regional-global-weekly-2017-03-23.csv
14,spotify:track:6D0b04NJIKfEMg040WioJQ,Julia Michaels,Issues,J/Republic,9,14,10,18057959,regional-global-weekly-2017-03-23.csv
15,spotify:track:3rOSwuTsUlJp0Pu0MkN8r8,Future,Mask Off,Epic/Freebandz/A1,15,17,5,17391331,regional-global-weekly-2017-03-23.csv
16,spotify:track:05KOgYg8PGeJyyWBPi5ja8,Drake,Free Smoke,Cash Money Records/Young Money Ent./Universal Rec.,16,-1,1,17122268,regional-global-weekly-2017-03-23.csv
17,spotify:track:7tr2za8SQg2CI8EDgrdtNl,"Calvin Harris, Frank Ocean, Migos, Funk Wav",Slide (feat. Frank Ocean & Migos),Columbia,16,16,4,16838001,regional-global-weekly-2017-03-23.csv
18,spotify:track:6520aj0B4FSKGVuKNsOCOi,"Katy Perry, Skip Marley",Chained To The Rhythm,Capitol Records (CAP),7,13,6,16687455,regional-global-weekly-2017-03-23.csv
19,spotify:track:2XlHu0HcujBCkWMdIAvrqt,Drake,Blem,Cash Money Records/Young Money Ent./Universal Rec.,19,-1,1,15863243,regional-global-weekly-2017-03-23.csv
20,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,"The Weeknd, Daft Punk",I Feel It Coming,The Weeknd/Lyric,9,19,13,15337987,regional-global-weekly-2017-03-23.csv
21,spotify:track:5knuzwU65gJK7IF5yJsuaW,"Clean Bandit, Anne-Marie, Sean Paul",Rockabye (feat. Sean Paul & Anne-Marie),Atlantic Records UK,3,20,13,15210163,regional-global-weekly-2017-03-23.csv
22,spotify:track:5NNlUMcOEOdoOIwwaWXv0k,"Maroon 5, Future",Cold (feat. Future),Interscope Records*,20,21,5,15052369,regional-global-weekly-2017-03-23.csv
23,spotify:track:6UjfByV1lDLW0SOVQA4NAi,Drake,Gyalchester,Cash Money Records/Young Money Ent./Universal Rec.,23,-1,1,15030117,regional-global-weekly-2017-03-23.csv
24,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,7,12,3,14969127,regional-global-weekly-2017-03-23.csv
25,spotify:track:0CcQNd8CINkwQfe1RDtGV6,Imagine Dragons,Believer,Kid Ina Korner / Interscope,19,22,7,14914376,regional-global-weekly-2017-03-23.csv
26,spotify:track:343YBumqHu19cGoGARUTsd,Drake,Fake Love,Cash Money Records/Young Money Ent./Universal Rec.,7,54,13,14769259,regional-global-weekly-2017-03-23.csv
27,spotify:track:6CfrYuD3YRDYdYvH9jNtXY,"Drake, Giggs",No Long Talk,Cash Money Records/Young Money Ent./Universal Rec.,27,-1,1,14713218,regional-global-weekly-2017-03-23.csv
28,spotify:track:7y6c07pgjZvtHI9kuMVqk1,"Drake, Black Coffee, Jorja Smith",Get It Together,Cash Money Records/Young Money Ent./Universal Rec.,28,-1,1,14469397,regional-global-weekly-2017-03-23.csv
29,spotify:track:2RttW7RAu5nOAfq6YFvApB,Ed Sheeran,Happier,Atlantic Records UK,10,15,3,13928959,regional-global-weekly-2017-03-23.csv
30,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,7,25,13,13741599,regional-global-weekly-2017-03-23.csv
31,spotify:track:00lNx0OcTJrS3MKHcB80HY,"Jax Jones, RAYE",You Don't Know Me (feat. RAYE),Polydor Records,31,39,11,13526995,regional-global-weekly-2017-03-23.csv
32,spotify:track:78rIJddV4X0HkNAInEcYde,"Starley, Ryan Riback",Call on Me - Ryan Riback Remix,Central Station Records,13,26,13,13219071,regional-global-weekly-2017-03-23.csv
33,spotify:track:2EEeOnHehOozLq4aS0n6SL,"KYLE, Lil Yachty",iSpy (feat. Lil Yachty),independently popular.,25,28,13,13201752,regional-global-weekly-2017-03-23.csv
34,spotify:track:76gUmNLXGQVOsGhfcshkFP,Drake,Madiba Riddim,Cash Money Records/Young Money Ent./Universal Rec.,34,-1,1,13138405,regional-global-weekly-2017-03-23.csv
35,spotify:track:0xl1w2q4VLojeXp4JfazPL,"Drake, 2 Chainz, Young Thug",Sacrifices,Cash Money Records/Young Money Ent./Universal Rec.,35,-1,1,12831961,regional-global-weekly-2017-03-23.csv
36,spotify:track:6n3HGiq4v35D6eFOSwqYuo,Drake,Teenage Fever,Cash Money Records/Young Money Ent./Universal Rec.,36,-1,1,12809756,regional-global-weekly-2017-03-23.csv
37,spotify:track:2jTujnt0y344ai1rNOywgr,"Drake, Giggs",KMT,Cash Money Records/Young Money Ent./Universal Rec.,37,-1,1,12768627,regional-global-weekly-2017-03-23.csv
38,spotify:track:13e6f8t7RKXuxZ0JdaaJRG,Drake,Jorja Interlude,Cash Money Records/Young Money Ent./Universal Rec.,38,-1,1,12685902,regional-global-weekly-2017-03-23.csv
39,spotify:track:0gbBzIqrECJOEPvQJIBFs5,Lorde,Green Light,Universal Music New Zealand Limited,24,24,3,12608630,regional-global-weekly-2017-03-23.csv
40,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,Disruptor Records/Columbia,2,29,13,12542691,regional-global-weekly-2017-03-23.csv
41,spotify:track:2fkeWbM6iqTw7oGHTYm2lw,"Drake, Sampha",4422,Cash Money Records/Young Money Ent./Universal Rec.,41,-1,1,12436045,regional-global-weekly-2017-03-23.csv
42,spotify:track:51ChrwmUPDJvedPQnIU8Ls,Ed Sheeran,Dive,Atlantic Records UK,11,18,3,12240733,regional-global-weekly-2017-03-23.csv
43,spotify:track:5aAx2yezTd8zXrkmtKl66Z,"The Weeknd, Daft Punk",Starboy,The Weeknd/Lyric,1,30,13,11759643,regional-global-weekly-2017-03-23.csv
44,spotify:track:5hYTyyh2odQKphUbMqc5gN,"Alessia Cara, Disney",How Far I'll Go - Alessia Cara Version,Walt Disney Records,19,32,13,11593343,regional-global-weekly-2017-03-23.csv
45,spotify:track:0fg8CqpjdojMyXLNzM2PaJ,"Major Lazer, PARTYNEXTDOOR, Nicki Minaj",Run Up,Mad Decent,17,31,8,11071533,regional-global-weekly-2017-03-23.csv
46,spotify:track:6HUnnBwYZqcED1eQztxMBN,Martin Jensen,Solo Dance,Intercord,25,37,13,10869423,regional-global-weekly-2017-03-23.csv
47,spotify:track:1x5sYLZiu9r5E43kMlt9f8,"Clean Bandit, Zara Larsson",Symphony (feat. Zara Larsson),Atlantic Records UK,47,-1,1,10852755,regional-global-weekly-2017-03-23.csv
48,spotify:track:5HDPtsnyb3maFmPL8LLUTG,Ed Sheeran,New Man,Atlantic Records UK,12,23,3,10843386,regional-global-weekly-2017-03-23.csv
49,spotify:track:7nKBxz47S9SD79N086fuhn,"Enrique Iglesias, Descemer Bueno, Zion & Lennox",SUBEME LA RADIO,RCA Records/Sony Music International/Sony Music Latin,48,48,4,10504047,regional-global-weekly-2017-03-23.csv
50,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,"Shakira, Maluma",Chantaje (feat. Maluma),Sony Music Latin,13,38,13,10500249,regional-global-weekly-2017-03-23.csv
51,spotify:track:2dfqS3MRtbLZSZA1IL8xY5,Drake,Skepta Interlude,Cash Money Records/Young Money Ent./Universal Rec.,51,-1,1,10296945,regional-global-weekly-2017-03-23.csv
52,spotify:track:2pJZ1v8HezrAoZ0Fhzby92,Ed Sheeran,What Do I Know?,Atlantic Records UK,14,27,3,10177469,regional-global-weekly-2017-03-23.csv
53,spotify:track:28irpKCCK9nn9DZSik2zEx,"Drake, Kanye West",Glow,Cash Money Records/Young Money Ent./Universal Rec.,53,-1,1,10145265,regional-global-weekly-2017-03-23.csv
54,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,"Migos, Lil Uzi Vert",Bad and Boujee (feat. Lil Uzi Vert),Quality Control Music,9,36,13,10124937,regional-global-weekly-2017-03-23.csv
55,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Congratulations,Mercury Records/Republic Owned,39,44,9,9901027,regional-global-weekly-2017-03-23.csv
56,spotify:track:3E2Zh20GDCR9B1EYjfXWyv,AJR,Weak,BMG Rights Management (US) LLC,25,42,13,9845782,regional-global-weekly-2017-03-23.csv
